payment_id,created_at,status,method,amount,error_code,error_description,email,phone,currency
pay_10432,2026-05-19T15:00:00Z,captured,card,6211.92,,Payment captured successfully,shreya.rao@example.com,919894862181,INR
pay_10433,2026-06-15T10:23:00Z,captured,upi,1321.75,,Payment captured successfully,harsh.sharma@example.com,919835636010,INR
pay_10434,2026-03-18T20:57:00Z,failed,card,750.07,INVALID_CVV,Card verification failed,karan.pawar@example.com,919896356711,INR
pay_10435,2026-03-20T23:34:00Z,captured,netbanking,848.42,,Payment captured successfully,kavya.agarwal@example.com,919899565693,INR
pay_10436,2026-05-14T22:43:00Z,captured,netbanking,17521.1,,Payment captured successfully,raj.saxena@example.com,919816147399,INR
pay_10437,2026-03-04T12:00:00Z,failed,card,67068.94,CARD_EXPIRED,Card has expired,karan.singh@example.com,919867205134,INR
pay_10438,2026-03-28T20:20:00Z,captured,card,746.27,,Payment captured successfully,aditi.mehta@example.com,919826206185,INR
pay_10439,2026-03-12T12:48:00Z,captured,card,756.04,,Payment captured successfully,anushka.malhotra@example.com,919831173338,INR
pay_10440,2026-01-05T23:05:00Z,captured,card,46041.14,,Payment captured successfully,kavya.patel@example.com,919895875952,INR
pay_10441,2026-03-11T22:26:00Z,captured,card,338.64,,Payment captured successfully,simran.verma@example.com,919866208488,INR
pay_10442,2026-01-02T15:12:00Z,captured,card,1382.64,,Payment captured successfully,kavya.kulkarni@example.com,919817122803,INR
pay_10443,2026-02-19T11:50:00Z,captured,card,874.03,,Payment captured successfully,varun.singh@example.com,919868340640,INR
pay_10444,2026-03-06T18:39:00Z,captured,upi,805.73,,Payment captured successfully,meera.mehta@example.com,919841581408,INR
pay_10445,2026-07-04T22:37:00Z,failed,upi,3987.6,ACCOUNT_BLOCKED,Bank account or card is blocked,harsh.joshi@example.com,919819868991,INR
pay_10446,2026-05-01T23:03:00Z,captured,netbanking,4710.62,,Payment captured successfully,riya.singh@example.com,919855082572,INR
pay_10447,2026-02-02T09:44:00Z,captured,upi,1444.33,,Payment captured successfully,mohit.nair@example.com,919895630804,INR
pay_10448,2026-06-06T13:36:00Z,captured,netbanking,149566.43,,Payment captured successfully,mihika.kulkarni@example.com,919811946674,INR
pay_10449,2026-07-06T21:47:00Z,captured,netbanking,144625.24,,Payment captured successfully,akash.rao@example.com,919815376584,INR
pay_10450,2026-05-01T09:27:00Z,captured,upi,74051.15,,Payment captured successfully,akash.singh@example.com,919827812303,INR
pay_10451,2026-04-02T17:15:00Z,failed,upi,135792.21,INVALID_DETAILS,Payment details were invalid,aditya.reddy@example.com,919864406548,INR
pay_10452,2026-02-17T19:40:00Z,captured,card,705.72,,Payment captured successfully,riya.reddy@example.com,919892208524,INR
pay_10453,2026-05-19T14:50:00Z,captured,upi,14321.5,,Payment captured successfully,meera.malhotra@example.com,919859068774,INR
pay_10454,2026-04-30T09:23:00Z,failed,card,10607.02,AUTH_FAILURE,Authentication required by bank,avni.reddy@example.com,919838158070,INR
pay_10455,2026-07-12T15:20:00Z,captured,card,17217.86,,Payment captured successfully,meera.bhosale@example.com,919881391010,INR
pay_10456,2026-06-23T17:28:00Z,failed,upi,47929.72,UPI_COLLECT_EXPIRED,UPI collect request expired,varun.mehta@example.com,919824678711,INR
pay_10457,2026-02-12T16:07:00Z,captured,upi,79316.94,,Payment captured successfully,raj.verma@example.com,919866388890,INR
pay_10458,2026-04-24T08:18:00Z,captured,card,83587.74,,Payment captured successfully,yash.bhosale@example.com,919889639062,INR
pay_10459,2026-06-20T22:29:00Z,captured,card,6717.2,,Payment captured successfully,sneha.patel@example.com,919857395084,INR
pay_10460,2026-03-14T22:10:00Z,failed,upi,3140.73,NETWORK_TIMEOUT,Payment network timed out,rajat.patel@example.com,919869175071,INR
pay_10461,2026-03-08T19:11:00Z,captured,card,3661.55,,Payment captured successfully,meera.shah@example.com,919864299436,INR
pay_10462,2026-05-08T12:29:00Z,captured,netbanking,10460.91,,Payment captured successfully,varun.mishra@example.com,919899508156,INR
pay_10463,2026-02-07T22:21:00Z,captured,upi,34283.05,,Payment captured successfully,siddharth.jain@example.com,919857968550,INR
pay_10464,2026-01-24T18:03:00Z,captured,upi,355.12,,Payment captured successfully,om.sharma@example.com,919821727533,INR
pay_10465,2026-05-12T20:12:00Z,captured,upi,38336.16,,Payment captured successfully,tanvi.shah@example.com,919848205125,INR
pay_10466,2026-03-30T19:19:00Z,captured,netbanking,30547.27,,Payment captured successfully,diya.naik@example.com,919865592149,INR
pay_10467,2026-02-05T10:09:00Z,failed,card,17313.99,ACCOUNT_BLOCKED,Bank account or card is blocked,riya.khan@example.com,919833473742,INR
pay_10468,2026-05-23T22:45:00Z,captured,upi,13322.0,,Payment captured successfully,simran.bhosale@example.com,919885065432,INR
pay_10469,2026-07-09T22:14:00Z,captured,card,14559.31,,Payment captured successfully,nandini.reddy@example.com,919896541691,INR
pay_10470,2026-03-04T08:07:00Z,captured,upi,27661.22,,Payment captured successfully,raj.reddy@example.com,919826050250,INR
pay_10471,2026-04-06T08:54:00Z,captured,card,664.32,,Payment captured successfully,akash.agarwal@example.com,919857779407,INR
pay_10472,2026-01-13T17:18:00Z,captured,upi,3054.95,,Payment captured successfully,yash.sharma@example.com,919850409241,INR
pay_10473,2026-03-11T19:06:00Z,captured,upi,24849.34,,Payment captured successfully,rahul.iyer@example.com,919839242850,INR
pay_10474,2026-02-09T15:53:00Z,captured,card,103209.57,,Payment captured successfully,meera.khan@example.com,919871806103,INR
pay_10475,2026-08-23T10:07:00Z,captured,upi,131703.87,,Payment captured successfully,aditi.nair@example.com,919850894029,INR
pay_10476,2026-01-08T11:14:00Z,captured,card,22344.23,,Payment captured successfully,meera.mehta@example.com,919812524153,INR
pay_10477,2026-07-18T23:48:00Z,failed,card,11597.23,BANK_DECLINED,Bank declined the transaction,vikram.iyer@example.com,919890771151,INR
pay_10478,2026-02-22T14:11:00Z,failed,upi,12461.23,INVALID_CVV,Card verification failed,karan.iyer@example.com,919887595788,INR
pay_10479,2026-07-15T08:33:00Z,captured,card,352.24,,Payment captured successfully,abhishek.reddy@example.com,919873715236,INR
pay_10480,2026-04-04T13:28:00Z,failed,upi,29842.79,UPI_COLLECT_EXPIRED,UPI collect request expired,sakshi.patel@example.com,919876547299,INR
pay_10481,2026-07-15T19:45:00Z,captured,card,9936.63,,Payment captured successfully,om.joshi@example.com,919884345332,INR
pay_10482,2026-04-15T17:54:00Z,captured,card,884.42,,Payment captured successfully,nandini.sharma@example.com,919824115931,INR
pay_10483,2026-04-12T22:33:00Z,failed,upi,1573.33,REPEATED_FAILURE,Repeated consecutive failure on this instrument,mohit.malhotra@example.com,919826476859,INR
pay_10484,2026-03-01T21:46:00Z,captured,upi,41469.85,,Payment captured successfully,mohit.malhotra@example.com,919875032899,INR
pay_10485,2026-05-11T16:09:00Z,captured,upi,285.43,,Payment captured successfully,karan.bhosale@example.com,919813590174,INR
pay_10486,2026-02-15T20:38:00Z,captured,upi,17678.03,,Payment captured successfully,arjun.deshmukh@example.com,919898864649,INR
pay_10487,2026-05-08T23:32:00Z,captured,card,48339.36,,Payment captured successfully,meera.malhotra@example.com,919870413482,INR
pay_10488,2026-03-22T20:28:00Z,captured,card,25606.26,,Payment captured successfully,simran.reddy@example.com,919862221499,INR
pay_10489,2026-05-05T11:36:00Z,failed,upi,135435.15,LIMIT_EXCEEDED,Transaction limit exceeded,harsh.saxena@example.com,919857347151,INR
pay_10490,2026-07-16T17:20:00Z,captured,card,8663.73,,Payment captured successfully,diya.verma@example.com,919857964863,INR
pay_10491,2026-04-16T19:03:00Z,failed,upi,10924.72,NETWORK_TIMEOUT,Payment network timed out,rohan.jain@example.com,919898284097,INR
pay_10492,2026-08-10T21:36:00Z,captured,upi,81651.43,,Payment captured successfully,rajat.iyer@example.com,919875546384,INR
pay_10493,2026-01-26T14:21:00Z,captured,upi,3668.88,,Payment captured successfully,karan.pawar@example.com,919838733345,INR
pay_10494,2026-03-15T16:03:00Z,failed,card,121770.68,LIMIT_EXCEEDED,Transaction limit exceeded,diya.singh@example.com,919856616029,INR
pay_10495,2026-07-23T10:41:00Z,captured,upi,11633.9,,Payment captured successfully,mihika.sharma@example.com,919883492593,INR
pay_10496,2026-02-16T08:40:00Z,captured,upi,48673.14,,Payment captured successfully,dev.saxena@example.com,919868213514,INR
pay_10497,2026-05-25T09:33:00Z,captured,card,41792.79,,Payment captured successfully,karan.agarwal@example.com,919837321097,INR
pay_10498,2026-08-05T21:17:00Z,failed,upi,2025.53,BANK_DECLINED,Bank declined the transaction,isha.khan@example.com,919866642448,INR
pay_10499,2026-06-15T09:12:00Z,captured,card,308.14,,Payment captured successfully,nandini.shah@example.com,919817425900,INR
pay_10500,2026-08-09T10:20:00Z,captured,upi,892.74,,Payment captured successfully,aditya.joshi@example.com,919825023307,INR
